,student_id,age,gender,study_hours_per_day,social_media_hours,netflix_hours,part_time_job,attendance_percentage,sleep_hours,diet_quality,exercise_frequency,parental_education_level,internet_quality,mental_health_rating,extracurricular_participation,exam_score,Age_Group
935,S1935,0.0,Male,3.4,4.0,0.7,Yes,87.1,7.3,Poor,1,Master,Good,2,No,0.4850948509485095,"(15, 20]"
936,S1936,0.7142857142857144,Male,4.5,3.8,2.5,No,88.6,4.9,Good,5,Bachelor,Average,2,Yes,0.5406504065040649,"(20, 25]"
937,S1937,0.5714285714285716,Female,1.9,3.2,1.2,No,75.9,6.0,Good,6,Bachelor,Good,5,No,0.21002710027100274,"(20, 25]"
938,S1938,0.7142857142857144,Male,1.2,2.3,1.7,No,97.7,4.9,Fair,1,High School,Poor,1,No,0.024390243902439046,"(20, 25]"
939,S1939,0.1428571428571428,Female,4.7,3.2,1.9,No,75.2,5.4,Good,3,,Good,6,No,0.6070460704607046,"(15, 20]"
940,S1940,0.4285714285714284,Other,4.1,1.7,0.1,Yes,68.8,7.2,Good,0,Master,Average,4,No,0.5596205962059622,"(15, 20]"
941,S1941,0.5714285714285716,Male,2.1,3.5,0.9,No,88.8,5.6,Fair,6,High School,Good,6,No,0.5040650406504066,"(20, 25]"
942,S1942,1.0,Female,2.2,4.5,3.3,No,76.8,6.1,Poor,3,High School,Good,7,No,0.3252032520325204,"(20, 25]"
943,S1943,0.5714285714285716,Male,5.2,3.8,2.8,No,88.2,4.5,Good,2,High School,Poor,3,No,0.6205962059620598,"(20, 25]"
944,S1944,0.5714285714285716,Female,1.7,1.6,1.7,No,61.0,6.7,Fair,5,Bachelor,Good,8,Yes,0.5650406504065042,"(20, 25]"
945,S1945,0.8571428571428572,Male,6.0,2.9,2.1,Yes,98.9,6.4,Poor,0,,Average,7,No,1.0,"(20, 25]"
946,S1946,0.5714285714285716,Female,2.1,0.9,1.5,No,91.7,5.6,Fair,3,Bachelor,Good,1,Yes,0.39024390243902446,"(20, 25]"
947,S1947,1.0,Female,4.5,3.2,3.3,Yes,70.0,6.3,Good,0,High School,Good,6,Yes,0.456639566395664,"(20, 25]"
948,S1948,0.7142857142857144,Female,3.0,3.0,1.6,No,70.2,6.7,Fair,2,Master,Good,7,No,0.5013550135501357,"(20, 25]"
949,S1949,0.5714285714285716,Female,4.4,0.3,2.1,No,100.0,5.5,Fair,4,Bachelor,Good,4,No,0.7899728997289974,"(20, 25]"
950,S1950,0.2857142857142856,Female,2.7,1.1,3.1,No,77.6,4.7,Fair,5,High School,Average,2,No,0.3333333333333333,"(15, 20]"
951,S1951,0.4285714285714284,Female,3.3,2.2,0.9,No,76.7,8.7,Good,5,Bachelor,Poor,10,No,0.9186991869918699,"(15, 20]"
952,S1952,0.5714285714285716,Female,3.6,2.1,3.5,Yes,62.3,5.7,Poor,1,High School,Average,9,No,0.5338753387533874,"(20, 25]"
953,S1953,0.4285714285714284,Female,2.0,1.0,0.1,No,81.5,6.4,Fair,5,High School,Average,7,No,0.48102981029810304,"(15, 20]"
954,S1954,0.2857142857142856,Male,4.6,3.0,3.6,No,82.7,7.7,Good,5,Master,Good,1,Yes,0.5392953929539297,"(15, 20]"
955,S1955,0.2857142857142856,Female,2.7,2.8,1.4,Yes,92.2,10.0,Poor,3,High School,Average,8,No,0.8224932249322494,"(15, 20]"
956,S1956,0.4285714285714284,Female,3.2,2.3,1.5,No,71.0,5.0,Good,6,High School,Good,3,No,0.4525745257452575,"(15, 20]"
957,S1957,0.0,Female,2.0,1.6,0.0,No,69.8,7.0,Good,5,High School,Average,4,No,0.31029810298102983,"(15, 20]"
958,S1958,0.1428571428571428,Male,0.0,3.8,1.3,Yes,89.5,5.7,Good,5,High School,Average,5,No,0.06639566395663965,"(15, 20]"
959,S1959,0.8571428571428572,Female,3.2,4.5,0.7,No,95.1,5.9,Fair,2,Master,Good,1,No,0.26422764227642287,"(20, 25]"
960,S1960,0.0,Male,7.1,1.9,1.1,Yes,69.3,5.6,Good,6,High School,Average,6,No,1.0,"(15, 20]"
961,S1961,0.0,Female,4.7,1.8,1.6,No,95.8,5.1,Good,2,Master,Good,10,No,0.7439024390243902,"(15, 20]"
962,S1962,0.7142857142857144,Male,3.5,3.1,2.9,Yes,85.4,6.5,Good,0,Master,Average,6,No,0.39159891598916,"(20, 25]"
963,S1963,0.8571428571428572,Female,3.1,2.1,2.0,No,95.9,4.7,Poor,0,High School,Good,2,No,0.36720867208672087,"(20, 25]"
964,S1964,0.8571428571428572,Other,3.5,2.3,2.1,No,84.3,7.6,Good,5,High School,Poor,10,Yes,0.8523035230352303,"(20, 25]"
965,S1965,0.0,Male,4.3,3.4,0.6,No,59.8,6.6,Fair,5,Master,Average,6,Yes,0.6924119241192412,"(15, 20]"
966,S1966,0.5714285714285716,Other,1.7,0.2,0.8,No,83.5,7.0,Poor,1,High School,Good,8,Yes,0.40921409214092147,"(20, 25]"
967,S1967,0.7142857142857144,Male,5.2,4.1,3.8,No,95.6,5.9,Fair,0,,Good,6,No,0.6761517615176151,"(20, 25]"
968,S1968,0.7142857142857144,Female,4.6,2.6,1.0,No,76.1,6.1,Good,3,High School,Average,4,No,0.6558265582655827,"(20, 25]"
969,S1969,0.2857142857142856,Female,4.6,2.0,3.6,Yes,81.1,6.8,Fair,5,Bachelor,Average,4,No,0.7696476964769647,"(15, 20]"
970,S1970,1.0,Female,4.2,2.4,1.5,No,83.2,5.1,Fair,3,Bachelor,Average,9,Yes,0.8089430894308944,"(20, 25]"
971,S1971,0.8571428571428572,Female,3.5,2.5,1.8,No,56.0,6.1,Good,5,High School,Average,6,No,0.518970189701897,"(20, 25]"
972,S1972,0.0,Female,4.5,0.4,3.0,No,100.0,5.5,Fair,3,High School,Good,8,No,0.8902439024390245,"(15, 20]"
973,S1973,0.2857142857142856,Male,4.4,4.3,3.2,No,76.0,5.4,Good,4,Master,Good,8,No,0.6558265582655827,"(15, 20]"
974,S1974,0.4285714285714284,Male,3.0,2.5,1.7,No,90.1,4.0,Fair,3,Bachelor,Poor,7,No,0.6056910569105693,"(15, 20]"
975,S1975,0.1428571428571428,Female,2.6,3.0,1.4,No,84.1,8.1,Fair,6,Bachelor,Average,3,No,0.5487804878048781,"(15, 20]"
976,S1976,1.0,Female,3.7,3.6,1.7,No,97.6,5.7,Good,0,Bachelor,Good,10,Yes,0.6937669376693767,"(20, 25]"
977,S1977,1.0,Female,5.8,1.3,2.2,Yes,89.1,7.9,Good,5,High School,Average,1,Yes,0.986449864498645,"(20, 25]"
978,S1978,1.0,Female,1.6,3.1,2.8,No,82.7,7.8,Fair,0,Bachelor,Good,5,Yes,0.2344173441734418,"(20, 25]"
979,S1979,0.7142857142857144,Male,1.3,2.2,1.8,No,76.1,5.0,Good,6,High School,Poor,10,No,0.36856368563685643,"(20, 25]"
980,S1980,0.4285714285714284,Female,3.7,3.5,2.5,No,93.0,5.2,Poor,6,High School,Good,10,Yes,0.7425474254742548,"(15, 20]"
981,S1981,1.0,Male,3.6,0.0,3.6,No,66.3,9.6,Fair,3,Bachelor,Average,2,No,0.5420054200542006,"(20, 25]"
982,S1982,0.4285714285714284,Female,3.8,2.4,2.2,Yes,91.5,8.6,Fair,2,High School,Good,10,No,0.8373983739837398,"(15, 20]"
983,S1983,0.5714285714285716,Male,3.9,1.8,2.1,No,74.0,6.5,Poor,2,Master,Average,2,No,0.5176151761517616,"(20, 25]"
984,S1984,1.0,Male,3.2,3.0,0.1,No,97.5,6.8,Fair,6,High School,Average,7,No,0.7615176151761518,"(20, 25]"
985,S1985,0.1428571428571428,Male,5.7,3.1,0.0,Yes,86.6,5.7,Fair,2,Master,Good,3,Yes,0.7411924119241193,"(15, 20]"
986,S1986,0.4285714285714284,Male,1.1,1.7,2.2,No,91.4,7.0,Poor,5,Master,Poor,8,No,0.4525745257452575,"(15, 20]"
987,S1987,0.4285714285714284,Female,2.3,1.6,1.7,Yes,85.8,5.6,Fair,1,High School,Average,9,No,0.40650406504065045,"(15, 20]"
988,S1988,0.1428571428571428,Male,3.3,2.4,1.2,No,67.5,4.1,Fair,4,Bachelor,Average,8,Yes,0.6273712737127373,"(15, 20]"
989,S1989,1.0,Male,1.0,1.4,2.1,Yes,76.4,4.9,Fair,3,High School,Average,6,No,0.28997289972899737,"(20, 25]"
990,S1990,0.1428571428571428,Male,3.2,3.5,1.7,No,91.7,6.5,Good,1,Master,Good,5,No,0.5067750677506775,"(15, 20]"
991,S1991,0.4285714285714284,Male,6.0,2.1,3.0,No,86.7,5.1,Good,2,High School,Good,3,No,0.8008130081300813,"(15, 20]"
992,S1992,0.1428571428571428,Male,3.5,0.0,1.9,No,96.8,6.4,Fair,3,Bachelor,Poor,3,No,0.6178861788617886,"(15, 20]"
993,S1993,0.4285714285714284,Male,3.8,2.1,1.0,No,89.0,5.2,Good,1,High School,Good,7,No,0.6056910569105693,"(15, 20]"
994,S1994,0.4285714285714284,Female,1.6,1.3,2.9,No,75.3,5.6,Good,0,High School,Average,5,No,0.21002710027100274,"(15, 20]"
995,S1995,0.5714285714285716,Female,2.6,0.5,1.6,No,77.0,7.5,Fair,2,High School,Good,6,Yes,0.6761517615176151,"(20, 25]"
996,S1996,0.0,Female,2.9,1.0,2.4,Yes,86.0,6.8,Poor,1,High School,Average,6,Yes,0.5379403794037942,"(15, 20]"
997,S1997,0.4285714285714284,Male,3.0,2.6,1.3,No,61.9,6.5,Good,5,Bachelor,Good,9,Yes,0.5176151761517616,"(15, 20]"
998,S1998,1.0,Male,5.4,4.1,1.1,Yes,100.0,7.6,Fair,0,Bachelor,Average,1,No,0.5894308943089432,"(20, 25]"
999,S1999,0.2857142857142856,Female,4.3,2.9,1.9,No,89.4,7.1,Good,2,Bachelor,Average,8,No,0.6598915989159893,"(15, 20]"
